SUBNATIO,SCHOOLID,CNT,COUNTRY,OECD,SC01Q01,SC01Q02,SC02Q01,SC03Q01,SC03Q02,SC03Q03,SC03Q04,SC04Q01,SC04Q02,SC04Q03,SC04Q04,SC04Q05,SC04Q06,SC04Q07,SC04Q08,SC04Q09,SC04Q10,SC04Q11,SC04Q12,SC04Q13,SC04Q14,SC05Q01,SC05Q02,SC06Q01,SC07Q01,SC08Q01,SC08Q02,SC09Q11,SC09Q12,SC09Q21,SC09Q22,SC09Q31,SC09Q32,SC10Q01,SC11QA1,SC11QA2,SC11QA3,SC11QA4,SC11QB1,SC11QB2,SC11QB3,SC11QB4,SC11QC1,SC11QC2,SC11QC3,SC11QC4,SC11QD1,SC11QD2,SC11QD3,SC11QD4,SC11QE1,SC11QE2,SC11QE3,SC11QE4,SC11QF1,SC11QF2,SC11QF3,SC11QF4,SC11QG1,SC11QG2,SC11QG3,SC11QG4,SC11QH1,SC11QH2,SC11QH3,SC11QH4,SC11QI1,SC11QI2,SC11QI3,SC11QI4,SC11QJ1,SC11QJ2,SC11QJ3,SC11QJ4,SC11QK1,SC11QK2,SC11QK3,SC11QK4,SC11QL1,SC11QL2,SC11QL3,SC11QL4,SC12QA1,SC12QA2,SC12QA3,SC12QA4,SC12QB1,SC12QB2,SC12QB3,SC12QB4,SC12QC1,SC12QC2,SC12QC3,SC12QC4,SC12QD1,SC12QD2,SC12QD3,SC12QD4,SC12QE1,SC12QE2,SC12QE3,SC12QE4,SC12QF1,SC12QF2,SC12QF3,SC12QF4,SC13Q01,SC13Q02,SC13Q03,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,SC14Q11,SC14Q12,SC14Q13,SC15Q01,SC15Q02,SC15Q03,SC16Q01,SC17Q01,SC17Q02,SC17Q03,SC17Q04,SC17Q05,SC18Q01,SC19Q01,SC19Q02,SC19Q03,SC19Q04,SC19Q05,SC19Q06,SC20Q01,SC20Q02,SC20Q03,SC20Q04,SC20Q05,SC21Q01,SC21Q02,SC21Q03,SC21Q04,SC22Q01,SC22Q02,SC22Q03,SC22Q04,SC22Q05,SC23Q01,SC23Q02,SC23Q03,SC24Q01,SC25Q01,SC26Q01,SC27Q01,SC28Q01,SC29Q01,ABGROUP,CLSIZE,COMPWEB,IRATCOMP,PCGIRLS,PROPCERT,PROPQUAL,RATCOMP,SCHLTYPE,SCHSIZE,SELSCH,STRATIO,RESPRES,RESPCURR,ENVLEARN,SCIPROM,SCMATEDU,TCSHORT,W_FSCHWT,STRATUM,VER_SCH
27600,00190,DEU,276,1,  157,  126,1,   95.00,     .00, 9999.00,    5.00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    3.00, 9999.00, 3,2,3,2,  17,   2,  17,   2,9999,9999,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,   30,   27,   27,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,4,4,3,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,2,2,3,8,1,2,23,    .900,    .095,    .445,   1.000,9999.000,    .106,3,     283,4,  15.722,   -.713,   -.399,  -.7088,  -.3330,  2.1351,  -.2490,  57.4452,27697,P2006-04DEC07
27600,00191,DEU,276,1,  452,  415,1,   99.00,     .00,    1.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    8.00,  996.00, 3,3,1,9,  46,  20,  46,  20,  46,  20,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,  100,  100,  100,3,3,2,2,1,2,3,3,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,4,1,3,1,2,2,2,1,2,1,1,1,1,1,1,1,2,3,1,3,3,2,2,2,2,2,3,23,   1.000,    .115,    .479,   1.000,   1.000,    .115,3,     867,2,  15.482,   -.827,   -.955,   .4200,  -.3330,  -.0778,  1.1634, 114.7152,27697,P2006-04DEC07
27600,00192,DEU,276,1,  335,    0,2,   60.00,     .00,     .00,   40.00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,   15.00, 9999.00, 5,2,3,3,  15,   7,9998,9998,   0,   0,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,  100,   90,   75,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,3,2,3,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,3,3,3,3,3,2,3,8,1,1,33,    .750,    .269,    .000,9999.000,    .000,    .299,2,     335,3,  18.108,   -.599,   -.769,  -.1756, -1.0674,  2.1351,   .1660,  97.9913,27697,P2006-04DEC07
27600,00193,DEU,276,1,   76,   50,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,2,2,2,2,2,    5.00,  996.00, 3,2,3,3,   6,   4,9998,   0,   0,   0,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   40,   32,    5,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,4,4,4,4,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,3,3,3,2,1,1,8,2,1,23,    .125,    .254,    .397,9999.000,    .000,    .317,3,     126,2,  15.750,   -.986,   -.677,  -.1756,  -.3330,   .0867,   .9414, 174.0000,27697,P2006-04DEC07
27600,00194,DEU,276,1,  198,  169,1,   90.00,     .00,   10.00,     .00,1,1,1,1,1,1,1,1,1,2,2,2,2,2,    5.00,     .00, 3,5,2,2,  30,   7,  29,9998,9999,9999,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,   45,   42,   31,4,3,2,2,3,3,3,2,2,3,2,3,3,1,1,2,3,2,9,9,1,1,1,1,4,4,4,4,4,2,2,2,2,1,9,1,9,9,1,2,2,1,2,2,3,3,3,2,2,2,8,8,2,23,    .689,    .114,    .460,    .866,9999.000,    .123,3,     367,1,  10.955,   -.865,   -.399,  -.7088, -1.0674,  -.6806,  1.3917,  73.0782,27697,P2006-04DEC07
27600,00195,DEU,276,1,  398,  606,1,   80.00,     .00,   20.00, 9999.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    5.00,    3.00, 4,4,3,3,  50,  20,  50,  20,  50,  20,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,   60,   50,   55,1,1,1,3,3,4,4,3,3,2,3,3,3,1,2,2,2,2,2,2,1,1,1,3,2,2,4,3,2,1,1,9,2,1,2,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,8,1,1,28,    .917,    .050,    .604,   1.000,   1.000,    .060,3,    1004,3,  16.733,   -.827,   -.399,   .4200,   .6073, -1.1399,   .1660,  38.6443,27697,P2006-04DEC07
27600,00196,DEU,276,1,  186,  164,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    3.00,  996.00, 3,2,3,3,  15,  10,   0,   0,  15,  10,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   50,   34,   32,3,2,2,3,1,3,3,2,3,3,3,4,3,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,2,2,2,2,1,2,1,1,1,2,1,1,2,2,3,1,2,3,1,2,2,5,2,1,23,    .640,    .097,    .469,    .000,   1.000,    .143,3,     350,1,  17.500,   -.865,   1.269,  -.7088, -1.0674, -1.1399,  1.1634,  83.1217,27697,P2006-04DEC07
27600,00197,DEU,276,1, 9999, 9999,9, 9998.00, 9998.00, 9998.00, 9998.00,9,9,9,9,9,9,9,9,9,9,9,9,9,9, 9999.00, 9999.00,99,9,9,9,9999,9999,9999,9999,9999,9999,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, 9999, 9999, 9999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9,   99999,9,9999.000,   -.713,   -.955,999.0000,999.0000,999.0000,999.0000, 126.6988,27697,P2006-04DEC07
27600,00198,DEU,276,1,  350,  445,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    1.00,    3.00, 3,2,3,3,  38,  24,  38,  24,  38,  24,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,   50,   34,   50,3,3,4,3,1,2,4,2,1,1,1,1,3,1,2,2,2,2,2,2,2,1,1,3,2,1,2,3,4,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,3,3,2,2,2,3,1,1,23,   1.000,    .043,    .560,   1.000,   1.000,    .063,3,     795,4,  15.900,   -.713,  -1.140,  -.1756,  -.3330,   .0867,  1.9348,  76.3372,27697,P2006-04DEC07
27600,00199,DEU,276,1, 9997, 9997,7, 9997.00, 9997.00, 9997.00, 9997.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7, 9997.00, 9997.00,97,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, 9997, 9997, 9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,97,9997.000,9997.000,9997.000,9997.000,9997.000,9997.000,7,   99997,7,9997.000, 997.000, 997.000,997.0000,997.0000,997.0000,997.0000,  55.2357,27697,P2006-04DEC07
27600,00200,DEU,276,1,    0,  712,2,   94.00,     .00,     .00,    6.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    1.00,    2.00, 4,4,3,3,  23,  27,  23,  27,  22,  27,3,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   37,   25,   37,2,1,1,2,4,4,4,3,3,3,3,4,4,1,1,1,1,2,2,2,1,2,1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,3,3,3,3,1,1,28,   1.000,    .035,   1.000,   1.000,    .973,    .052,2,     712,3,  19.507,   -.827,   -.584,  1.3899,  1.6397, -1.6957,   .1660,  51.9083,27697,P2006-04DEC07
27600,00201,DEU,276,1,  339,  280,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    3.00,  996.00, 5,2,3,3,  22,  14,  22,  14,  21,  13,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   60,   50,   60,1,1,2,2,1,3,2,1,1,1,1,2,1,1,1,1,3,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,3,2,3,3,3,2,3,8,2,1,33,   1.000,    .081,    .452,   1.000,    .948,    .097,3,     619,3,  21.345,  -1.017,    .157,  -.1756,  -.3330,   .9663,   .1660,  33.9243,27697,P2006-04DEC07
27600,00202,DEU,276,1,  361,  326,1,   94.00,    3.00,    3.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,   15.00,  996.00, 4,3,3,3,  34,   5,  34,   5,  34,   5,8,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   40,   35,   20,2,1,2,3,9,4,3,1,3,3,3,2,1,2,2,2,3,2,2,2,2,2,2,1,9,4,4,4,4,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,3,1,1,1,8,2,1,28,    .500,    .051,    .475,   1.000,   1.000,    .058,3,     687,1,  18.822,   -.713,   -.955, -2.2711, -2.2697,  -.3850,   .7142,  28.9832,27697,P2006-04DEC07
27600,00203,DEU,276,1, 9997, 9997,7, 9997.00, 9997.00, 9997.00, 9997.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7, 9997.00, 9997.00,97,7,7,7,9997,9997,9997,9997,9997,9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, 9997, 9997, 9997,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,97,9997.000,9997.000,9997.000,9997.000,9997.000,9997.000,7,   99997,7,9997.000, 997.000, 997.000,997.0000,997.0000,997.0000,997.0000,  43.3108,27697,P2006-04DEC07
27600,00204,DEU,276,1,  482,  578,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    3.00, 4,3,3,3,  45,  30,  45,  30,  45,  30,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,   30,   20,   20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,4,2,4,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,2,3,2,1,28,    .667,    .019,    .545,   1.000,   1.000,    .028,3,    1060,3,  17.667,   -.258,   1.269,  1.3899,  1.6397,  2.1351, -1.0568,  32.6345,27697,P2006-04DEC07
27600,00205,DEU,276,1,   78,   81,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    5.00,  996.00, 5,2,3,3,  16,   6,  16,   6,  15,   5,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,   59,   52,   59,3,3,2,3,4,4,4,1,2,1,1,4,2,2,2,2,3,2,2,2,2,2,3,1,3,3,4,3,4,2,2,2,2,1,2,1,1,2,1,1,1,2,2,3,2,3,3,2,2,3,5,1,1,33,   1.000,    .327,    .509,   1.000,    .921,    .371,3,     159,2,   8.368,  -1.017,   -.955,  -.1756, -1.0674,  -.2340,  1.3917, 137.6703,27697,P2006-04DEC07
27600,00206,DEU,276,1,  414,  360,1,   90.00, 9999.00,   10.00, 9999.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    3.00,    2.00, 3,4,3,3,  34,  21,9998,9998,  34,  19,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,   35,   25,   16,1,2,1,3,1,3,4,4,4,3,3,3,3,1,2,2,2,2,2,2,2,2,1,3,2,3,3,3,3,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,3,2,1,23,    .457,    .032,    .465,9999.000,    .978,    .045,3,     774,3,  17.393,   -.986,  -1.177,  -.7088,   .2108, -1.6957,   .4649,  51.6386,27697,P2006-04DEC07
27600,00207,DEU,276,1,  174,  101,1,  100.00,     .00,     .00,     .00,1,1,1,1,1,1,1,1,1,1,2,2,2,2,    1.00,  996.00, 1,3,1,2,   7,  45,9998,9998,   6,  38,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,   45,   42,   32,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,8,3,3,4,3,3,2,2,1,1,1,2,1,1,1,1,1,1,2,1,3,9,3,1,3,2,3,2,9,3,13,    .711,    .153,    .367,9999.000,    .847,    .164,3,     275,2,   9.322,  -1.077,   -.677,   .4200,   .2108,  2.1351,   .9414,  99.9375,27697,P2006-04DEC07
27600,00208,DEU,276,1,  566,  712,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    5.00,    9.00, 4,3,3,3,  53,  23,  53,  23,  53,  23,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,  100,   90,   90,1,1,1,1,1,4,1,1,1,1,4,1,1,9,9,9,9,9,9,9,9,9,1,1,4,3,4,3,3,1,2,1,1,1,1,1,1,2,1,1,1,2,2,3,1,2,1,2,2,2,3,1,1,28,    .900,    .070,    .557,   1.000,   1.000,    .078,3,    1278,2,  19.814,   -.713,   -.399,  -.1756,   .7597,   .6851, -1.0568,  35.9700,27697,P2006-04DEC07
27600,00209,DEU,276,1,  177,  152,1,   95.00,     .00,    3.00,    2.00,2,2,2,2,1,1,1,1,1,2,2,2,2,2,    2.00,  996.00, 3,5,3,3,  62,  38,  62,  38,  51,  23,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,   62,   58,   62,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,4,3,4,1,4,2,2,2,2,1,2,1,1,1,1,1,1,2,2,3,1,3,3,2,1,1,5,1,1,23,   1.000,    .176,    .462,   1.000,    .772,    .188,3,     329,2,   4.062,   -.895,  -1.288,  -.1756, -1.0674,  2.1351,   .9414,  87.9922,27697,P2006-04DEC07
27600,00210,DEU,276,1,  227,  180,1,  100.00,     .00,     .00,     .00,1,1,1,1,1,1,1,1,1,1,2,2,2,2,    1.00,  996.00, 3,2,3,3,  20,  25,  16,  14,  16,  17,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   50,   46,   32,3,2,2,2,1,1,4,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,4,4,4,4,4,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,3,3,2,2,2,5,2,1,23,    .640,    .113,    .442,    .708,    .754,    .123,3,     407,1,  12.523,   -.986,   -.769,  -.1756, -1.0674,  -.3850,   .9414,  55.9950,27697,P2006-04DEC07
27600,00211,DEU,276,1,  157,  110,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,1,1,1,2, 9999.00,  996.00, 4,2,3,3,  20,   4,  20,   3,9999,   1,3,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,  123,  105,  123,3,3,3,3,4,4,3,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,3,2,4,3,4,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,5,2,1,28,   1.000,    .393,    .412,    .977,9999.000,    .461,3,     267,2,  12.136,   -.865,   -.955,  1.3899,  1.6397,   .9663,  1.6436,  61.1868,27697,P2006-04DEC07
27600,00212,DEU,276,1,  303,  351,1,  100.00, 9999.00, 9999.00, 9999.00,2,2,2,2,1,1,1,1,1,1,1,1,1,2,    7.00,    1.00, 3,3,3,9,  35,  14,  35,  14,  35,  14,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,   70,   62,   70,1,1,1,2,9,4,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,4,1,1,4,4,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,8,1,1,23,   1.000,    .095,    .537,   1.000,   1.000,    .107,3,     654,4,  15.571,  -1.077,   -.677,  1.3899,   .2108,   .6851,  -.2490,  62.5400,27697,P2006-04DEC07
27600,00213,DEU,276,1,  475,  543,1,   96.00,     .00,    2.00,    2.00,2,2,2,2,1,1,1,1,1,1,1,1,1,1,    2.00,    2.00, 5,3,3,3,  37,  40,  37,  40,  37,  40,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,   60,   50,   55,1,1,1,1,9,9,3,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,4,1,1,4,4,4,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,7,1,33,    .917,    .049,    .533,   1.000,   1.000,    .059,3,    1018,4,  17.860,   -.865,   -.955, -1.3031, -1.0674,   .0867, -1.0568,  35.8980,27697,P2006-04DEC07
27600,00214,DEU,276,1,  336,  336,1,   99.00,     .00,    1.00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    2.00,  996.00, 4,3,3,9,  25,  17,  25,  17,   0,   0,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,   60,   50,   60,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,2,2,3,3,3,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,3,2,1,28,   1.000,    .074,    .500,   1.000,    .000,    .089,3,     672,3,  20.060,   -.865,   -.955,  -.1756,   .7597,  2.1351,   .4649,  60.6815,27697,P2006-04DEC07
27600,00215,DEU,276,1,  185,  159,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    6.00,  996.00, 4,3,1,3,   2,  30,   2,  30,   2,  30,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,   35,   30,   35,1,1,1,1,9,9,2,2,1,1,1,1,2,1,1,1,3,2,2,1,2,1,2,1,4,4,4,3,3,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,3,2,1,2,3,2,3,28,   1.000,    .087,    .462,   1.000,   1.000,    .102,3,     344,1,  20.235,   -.258,   -.584,  -.1756,  -.3330,   .6851, -1.0568,  37.3133,27697,P2006-04DEC07
27600,00216,DEU,276,1,  324,  327,1,  100.00,     .00,     .00,     .00,2,2,2,2,1,1,1,1,1,1,2,2,2,2,    2.00,  996.00, 4,3,3,3,  23,  15,9998,  15,  23,  15,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,   40,   33,   38,3,3,1,2,1,2,3,2,3,4,4,4,3,2,2,2,2,2,2,2,2,2,3,2,3,3,4,4,4,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,3,2,1,2,1,1,5,2,1,28,    .950,    .051,    .502,9999.000,   1.000,    .061,3,     651,2,  21.344,   -.561,  -1.233,  -.1756, -1.0674, -1.4909,   .9414,  43.4074,27697,P2006-04DEC07
